layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
layer3,0,6,1.0,3,12,3
layer4,0,6,0.72,25,58,18
conv1,0,7,1.0,1,4,1
layer1,0,7,1.0,1,8,1
layer2,0,7,1.0,1,6,1
layer3,0,7,1.0,3,12,3
layer4,0,7,0.8,15,65,12
conv1,0,8,1.0,2,4,2
layer1,0,8,1.0,2,8,2
layer2,0,8,0.3333333333333333,3,6,1
layer3,0,8,1.0,1,12,1
layer4,0,8,1.0,6,68,6
conv1,0,9,1.0,1,4,1
layer1,0,9,1.0,1,8,1
layer2,0,9,1.0,1,8,1
layer3,0,9,1.0,1,12,1
layer4,0,9,0.7777777777777778,9,68,7
conv1,1,0,1.0,1,4,1
layer1,1,0,0.0,4,8,0
layer2,1,0,1.0,1,8,1
layer3,1,0,0.75,4,12,3
layer4,1,0,0.0,5,70,0
conv1,1,1,1.0,1,4,1
layer1,1,1,0.0,1,12,0
layer2,1,1,0.25,4,8,1
layer3,1,1,0.8333333333333334,6,13,5
layer4,1,1,0.6,5,75,3
conv1,1,2,1.0,1,4,1
layer1,1,2,0.0,1,13,0
layer2,1,2,0.125,8,11,1
layer3,1,2,0.8,5,14,4
layer4,1,2,0.3333333333333333,21,77,7
conv1,1,3,1.0,1,4,1
layer1,1,3,1.0,1,14,1
layer2,1,3,1.0,4,18,4
layer3,1,3,1.0,3,15,3
layer4,1,3,0.5882352941176471,17,91,10
conv1,1,4,1.0,1,4,1
layer1,1,4,0.3333333333333333,3,14,1
layer2,1,4,1.0,2,18,2
layer3,1,4,1.0,2,15,2
layer4,1,4,1.0,3,98,3
conv1,1,5,1.0,1,4,1
layer1,1,5,1.0,1,16,1
layer2,1,5,1.0,1,18,1
layer3,1,5,0.6666666666666666,3,15,2
layer4,1,5,0.9285714285714286,14,98,13
conv1,1,6,1.0,1,4,1
layer1,1,6,1.0,1,16,1
layer2,1,6,1.0,2,18,2
layer3,1,6,1.0,3,16,3
layer4,1,6,1.0,4,99,4
conv1,1,7,1.0,1,4,1
layer1,1,7,1.0,1,16,1
layer2,1,7,1.0,1,18,1
layer3,1,7,1.0,3,16,3
layer4,1,7,0.875,8,99,7
conv1,1,8,1.0,1,4,1
layer1,1,8,1.0,2,16,2
layer2,1,8,0.75,4,18,3
layer3,1,8,1.0,3,16,3
layer4,1,8,0.875,8,100,7
conv1,1,9,1.0,1,4,1
layer1,1,9,0.75,4,16,3
layer2,1,9,1.0,2,19,2
layer3,1,9,1.0,1,16,1
layer4,1,9,1.0,5,101,5
conv1,2,0,1.0,1,4,1
layer1,2,0,1.0,2,17,2
layer2,2,0,1.0,2,19,2
layer3,2,0,0.75,4,16,3
layer4,2,0,0.208955223880597,67,101,14
conv1,2,1,1.0,1,4,1
layer1,2,1,1.0,2,17,2
layer2,2,1,0.5,2,19,1
layer3,2,1,1.0,3,17,3
layer4,2,1,1.0,34,154,34
conv1,2,2,1.0,1,4,1
layer1,2,2,1.0,2,17,2
layer2,2,2,0.75,4,20,3
layer3,2,2,0.6666666666666666,3,17,2
layer4,2,2,0.96,50,154,48
conv1,2,3,1.0,1,4,1
layer1,2,3,1.0,2,17,2
layer2,2,3,1.0,1,21,1
layer3,2,3,1.0,2,18,2
layer4,2,3,0.8548387096774194,62,156,53
conv1,2,4,1.0,1,4,1
layer1,2,4,1.0,2,17,2
layer2,2,4,1.0,1,21,1
layer3,2,4,0.6666666666666666,6,18,4
layer4,2,4,1.0,28,165,28
conv1,2,5,0.5,2,4,1
layer1,2,5,1.0,2,17,2
layer2,2,5,1.0,1,21,1
layer3,2,5,1.0,2,20,2
layer4,2,5,0.9583333333333334,24,165,23
conv1,2,6,1.0,2,5,2
layer1,2,6,1.0,1,17,1
layer2,2,6,1.0,3,21,3
layer3,2,6,1.0,2,20,2
layer4,2,6,1.0,32,166,32
conv1,2,7,1.0,2,5,2
layer1,2,7,1.0,2,17,2
layer2,2,7,1.0,1,21,1
layer3,2,7,0.75,4,20,3
layer4,2,7,1.0,19,166,19
conv1,2,8,1.0,2,5,2
layer1,2,8,1.0,2,17,2
layer2,2,8,1.0,3,21,3
layer3,2,8,1.0,2,21,2
layer4,2,8,1.0,12,166,12
conv1,2,9,1.0,2,5,2
layer1,2,9,1.0,2,17,2
layer2,2,9,1.0,2,21,2
layer3,2,9,1.0,1,21,1
layer4,2,9,0.9230769230769231,26,166,24
conv1,3,0,1.0,2,5,2
layer1,3,0,0.0,1,17,0
layer2,3,0,0.5,4,21,2
layer3,3,0,0.6666666666666666,3,21,2
layer4,3,0,0.625,40,168,25
conv1,3,1,1.0,2,5,2
layer1,3,1,1.0,1,18,1
layer2,3,1,1.0,4,23,4
layer3,3,1,1.0,4,22,4
layer4,3,1,0.8918918918918919,37,183,33
conv1,3,2,1.0,1,5,1
layer1,3,2,1.0,1,18,1
layer2,3,2,1.0,3,23,3
layer3,3,2,1.0,1,22,1
layer4,3,2,1.0,21,187,21
conv1,3,3,1.0,1,5,1
layer1,3,3,1.0,1,18,1
layer2,3,3,0.75,4,23,3
layer3,3,3,1.0,6,22,6
layer4,3,3,0.9473684210526315,38,187,36
conv1,3,4,1.0,1,5,1
layer1,3,4,1.0,1,18,1
layer2,3,4,1.0,1,24,1
layer3,3,4,1.0,4,22,4
layer4,3,4,0.9642857142857143,28,189,27
conv1,3,5,1.0,1,5,1
layer1,3,5,1.0,1,18,1
layer2,3,5,1.0,3,24,3
layer3,3,5,1.0,3,22,3
layer4,3,5,1.0,20,190,20
conv1,3,6,1.0,1,5,1
layer1,3,6,1.0,1,18,1
layer2,3,6,1.0,3,24,3
layer3,3,6,1.0,5,22,5
layer4,3,6,0.96,25,190,24
conv1,3,7,1.0,1,5,1
layer1,3,7,1.0,2,18,2
layer2,3,7,1.0,2,24,2
layer3,3,7,1.0,2,22,2
layer4,3,7,1.0,13,191,13
conv1,3,8,1.0,1,5,1
layer1,3,8,1.0,3,18,3
layer2,3,8,1.0,3,24,3
layer3,3,8,1.0,1,22,1
layer4,3,8,0.96875,32,191,31
conv1,3,9,1.0,1,5,1
layer1,3,9,1.0,2,18,2
layer2,3,9,1.0,3,24,3
layer3,3,9,1.0,1,22,1
layer4,3,9,0.9655172413793104,29,192,28
conv1,4,0,1.0,1,5,1
layer1,4,0,1.0,2,18,2
layer2,4,0,0.0,1,24,0
layer3,4,0,0.5714285714285714,7,22,4
layer4,4,0,0.6410256410256411,39,193,25
conv1,4,1,1.0,1,5,1
layer1,4,1,1.0,3,18,3
layer2,4,1,1.0,2,25,2
layer3,4,1,1.0,4,25,4
layer4,4,1,0.8648648648648649,37,207,32
conv1,4,2,1.0,1,5,1
layer1,4,2,1.0,3,18,3
layer2,4,2,0.5,2,25,1
layer3,4,2,1.0,5,25,5
layer4,4,2,0.9743589743589743,39,212,38
conv1,4,3,1.0,1,5,1
layer1,4,3,1.0,1,18,1
layer2,4,3,1.0,2,26,2
layer3,4,3,0.8,5,25,4
layer4,4,3,1.0,20,213,20
conv1,4,4,1.0,1,5,1
layer1,4,4,1.0,4,18,4
layer2,4,4,0.8,5,26,4
layer3,4,4,1.0,5,26,5
layer4,4,4,0.96,25,213,24
conv1,4,5,1.0,1,5,1
layer1,4,5,0.75,4,18,3
layer2,4,5,1.0,5,27,5
layer3,4,5,1.0,4,26,4
layer4,4,5,1.0,34,214,34
conv1,4,6,1.0,1,5,1
layer1,4,6,1.0,3,19,3
layer2,4,6,1.0,1,27,1
layer3,4,6,1.0,5,26,5
layer4,4,6,1.0,19,214,19
conv1,4,7,1.0,1,5,1
layer1,4,7,1.0,3,19,3
layer2,4,7,0.6666666666666666,3,27,2
layer3,4,7,1.0,3,26,3
layer4,4,7,0.9333333333333333,15,214,14
conv1,4,8,1.0,1,5,1
layer1,4,8,1.0,5,19,5
layer2,4,8,0.6666666666666666,3,28,2
layer3,4,8,0.8,5,26,4
layer4,4,8,1.0,12,215,12
conv1,4,9,1.0,1,5,1
layer1,4,9,1.0,4,19,4
layer2,4,9,1.0,2,29,2
layer3,4,9,1.0,3,27,3
layer4,4,9,1.0,20,215,20
conv1,0,1,0.0,1,3,0
layer1,0,1,1.0,3,2,2
layer2,0,1,0.0,3,3,0
layer3,0,1,0.0,2,1,0
layer4,0,1,0.3333333333333333,3,5,1
conv1,0,2,0.0,1,4,0
layer1,0,2,1.0,1,3,1
layer2,0,2,1.0,1,6,1
layer3,0,2,0.0,2,3,0
layer4,0,2,0.6666666666666666,3,7,2
conv1,0,3,0.25,4,5,1
layer1,0,3,1.0,1,3,1
layer2,0,3,1.0,2,6,2
layer3,0,3,0.5,2,5,1
layer4,0,3,0.5,4,8,2
conv1,0,4,1.0,2,8,2
layer1,0,4,0.0,2,3,0
layer2,0,4,1.0,1,6,1
layer3,0,4,0.5,2,6,1
layer4,0,4,0.6666666666666666,9,10,6
conv1,0,5,0.3333333333333333,3,8,1
layer1,0,5,0.75,4,5,3
layer2,0,5,1.0,1,6,1
layer3,0,5,1.0,1,7,1
layer4,0,5,1.0,5,13,5
conv1,0,6,0.5,2,10,1
layer1,0,6,1.0,1,6,1
layer2,0,6,1.0,1,6,1
layer3,0,6,0.0,1,7,0
layer4,0,6,0.75,4,13,3
conv1,0,7,1.0,1,11,1
layer1,0,7,0.75,4,6,3
layer2,0,7,1.0,1,6,1
layer3,0,7,1.0,1,8,1
layer4,0,7,1.0,4,14,4
conv1,0,8,0.0,1,11,0
layer1,0,8,0.5,2,7,1
layer2,0,8,1.0,2,6,2
layer3,0,8,1.0,1,8,1
layer4,0,8,0.75,4,14,3
conv1,0,9,0.5,4,12,2
layer1,0,9,1.0,1,8,1
layer2,0,9,1.0,1,6,1
layer3,0,9,1.0,1,8,1
layer4,0,9,0.75,4,15,3
conv1,1,0,1.0,2,14,2
layer1,1,0,1.0,1,8,1
layer2,1,0,0.0,1,6,0
layer3,1,0,1.0,1,8,1
layer4,1,0,0.0625,18,16,1
conv1,1,1,1.0,1,14,1
layer1,1,1,1.0,1,8,1
layer2,1,1,0.25,4,7,1
layer3,1,1,0.0,1,8,0
layer4,1,1,0.8181818181818182,11,33,9
conv1,1,2,1.0,1,14,1
layer1,1,2,1.0,1,8,1
layer2,1,2,1.0,2,10,2
layer3,1,2,0.5,2,9,1
layer4,1,2,1.0,6,35,6
conv1,1,3,1.0,2,14,2
layer1,1,3,0.6666666666666666,3,8,2
layer2,1,3,1.0,4,10,4
layer3,1,3,1.0,2,10,2
layer4,1,3,1.0,4,35,4
conv1,1,4,0.6666666666666666,3,14,2
layer1,1,4,1.0,1,9,1
layer2,1,4,1.0,1,10,1
layer3,1,4,0.3333333333333333,3,10,1
layer4,1,4,1.0,4,35,4
conv1,1,5,0.5,2,15,1
layer1,1,5,0.6666666666666666,3,9,2
layer2,1,5,1.0,2,10,2
layer3,1,5,1.0,1,12,1
layer4,1,5,1.0,5,35,5
conv1,1,6,1.0,1,16,1
layer1,1,6,0.5,2,10,1
layer2,1,6,0.5,2,10,1
layer3,1,6,1.0,2,12,2
layer4,1,6,1.0,3,35,3
conv1,1,7,1.0,1,16,1
layer1,1,7,0.8,5,11,4
layer2,1,7,1.0,1,11,1
layer3,1,7,1.0,2,12,2
layer4,1,7,1.0,3,35,3
conv1,1,8,1.0,1,16,1
layer1,1,8,0.8333333333333334,6,12,5
layer2,1,8,1.0,1,11,1
layer3,1,8,1.0,1,12,1
layer4,1,8,1.0,2,35,2
conv1,1,9,1.0,1,16,1
layer1,1,9,0.8,5,13,4
layer2,1,9,1.0,1,11,1
layer3,1,9,1.0,1,12,1
layer4,1,9,0.75,4,35,3
conv1,2,0,1.0,1,16,1
layer1,2,0,0.75,4,14,3
layer2,2,0,1.0,2,11,2
layer3,2,0,0.5,6,12,3
layer4,2,0,0.2222222222222222,78,36,8
conv1,2,1,1.0,1,16,1
layer1,2,1,1.0,3,15,3
layer2,2,1,1.0,1,11,1
layer3,2,1,1.0,4,15,4
layer4,2,1,0.7641509433962265,114,106,81
conv1,2,2,1.0,1,16,1
layer1,2,2,1.0,3,15,3
layer2,2,2,0.5,2,11,1
layer3,2,2,0.75,4,15,3
layer4,2,2,1.0,75,139,75
conv1,2,3,1.0,1,16,1
layer1,2,3,1.0,3,15,3
layer2,2,3,1.0,2,12,2
layer3,2,3,0.75,4,16,3
layer4,2,3,1.0,85,139,85
conv1,2,4,1.0,1,16,1
layer1,2,4,0.7142857142857143,7,15,5
layer2,2,4,0.6666666666666666,3,12,2
layer3,2,4,1.0,2,17,2
layer4,2,4,0.9690721649484536,97,139,94
conv1,2,5,1.0,1,16,1
layer1,2,5,1.0,2,17,2
layer2,2,5,1.0,3,13,3
layer3,2,5,1.0,3,17,3
layer4,2,5,0.9895833333333334,96,142,95
conv1,2,6,1.0,1,16,1
layer1,2,6,1.0,1,17,1
layer2,2,6,1.0,3,13,3
layer3,2,6,0.8,5,17,4
layer4,2,6,1.0,59,143,59
conv1,2,7,1.0,1,16,1
layer1,2,7,1.0,2,17,2
layer2,2,7,0.75,4,13,3
layer3,2,7,1.0,4,18,4
layer4,2,7,1.0,69,143,69
conv1,2,8,1.0,1,16,1
layer1,2,8,1.0,2,17,2
layer2,2,8,1.0,3,14,3
layer3,2,8,1.0,3,18,3
layer4,2,8,1.0,53,143,53
conv1,2,9,1.0,1,16,1
layer1,2,9,1.0,2,17,2
layer2,2,9,1.0,3,14,3
layer3,2,9,0.8333333333333334,6,18,5
layer4,2,9,0.926829268292683,82,143,76
conv1,3,0,0.3333333333333333,3,16,1
layer1,3,0,1.0,2,17,2
layer2,3,0,1.0,1,14,1
layer3,3,0,0.6666666666666666,3,19,2
layer4,3,0,0.8456375838926175,325,149,126
conv1,3,1,1.0,3,18,3
layer1,3,1,1.0,1,17,1
layer2,3,1,1.0,1,14,1
layer3,3,1,1.0,4,20,4
layer4,3,1,1.0,306,348,306
conv1,3,2,1.0,3,18,3
layer1,3,2,1.0,2,17,2
layer2,3,2,1.0,1,14,1
layer3,3,2,0.6666666666666666,3,20,2
layer4,3,2,1.0,298,348,298
conv1,3,3,0.6666666666666666,3,18,2
layer1,3,3,1.0,1,17,1
layer2,3,3,0.5,2,14,1
layer3,3,3,1.0,2,21,2
layer4,3,3,1.0,255,348,255
conv1,3,4,0.75,4,19,3
layer1,3,4,1.0,4,17,4
layer2,3,4,1.0,1,15,1
layer3,3,4,1.0,1,21,1
layer4,3,4,1.0,185,348,185
conv1,3,5,1.0,4,20,4
layer1,3,5,1.0,1,17,1
layer2,3,5,1.0,2,15,2
layer3,3,5,1.0,2,21,2
layer4,3,5,1.0,167,348,167
conv1,3,6,1.0,3,20,3
layer1,3,6,1.0,2,17,2
layer2,3,6,1.0,2,15,2
layer3,3,6,1.0,3,21,3
layer4,3,6,0.9929328621908127,283,348,281
conv1,3,7,1.0,2,20,2
layer1,3,7,1.0,2,17,2
layer2,3,7,1.0,2,15,2
layer3,3,7,1.0,2,21,2
layer4,3,7,1.0,154,350,154
conv1,3,8,1.0,2,20,2
layer1,3,8,1.0,2,17,2
layer2,3,8,1.0,4,15,4
layer3,3,8,1.0,2,21,2
layer4,3,8,1.0,109,350,109
conv1,3,9,1.0,3,20,3
layer1,3,9,1.0,2,17,2
layer2,3,9,1.0,3,15,3
layer3,3,9,1.0,2,21,2
layer4,3,9,1.0,138,350,138
conv1,4,0,1.0,2,20,2
layer1,4,0,1.0,2,17,2
layer2,4,0,0.8,5,15,4
layer3,4,0,1.0,3,21,3
layer4,4,0,0.8228571428571428,393,350,288
conv1,4,1,1.0,2,20,2
layer1,4,1,1.0,2,17,2
layer2,4,1,1.0,3,16,3
layer3,4,1,1.0,1,21,1
layer4,4,1,0.9973474801061007,377,455,376
conv1,4,2,1.0,2,20,2
layer1,4,2,1.0,2,17,2
layer2,4,2,1.0,4,16,4
layer3,4,2,1.0,1,21,1
layer4,4,2,1.0,368,456,368
conv1,4,3,1.0,3,20,3
layer1,4,3,1.0,1,17,1
layer2,4,3,0.75,4,16,3
layer3,4,3,0.3333333333333333,3,21,1
layer4,4,3,1.0,350,456,350
conv1,4,4,1.0,4,20,4
layer1,4,4,1.0,2,17,2
layer2,4,4,1.0,5,17,5
layer3,4,4,1.0,1,23,1
layer4,4,4,1.0,351,456,351
conv1,4,5,0.75,4,20,3
layer1,4,5,1.0,1,17,1
layer2,4,5,1.0,4,17,4
layer3,4,5,1.0,3,23,3
layer4,4,5,1.0,322,456,322
conv1,4,6,1.0,2,21,2
layer1,4,6,1.0,2,17,2
layer2,4,6,1.0,1,17,1
layer3,4,6,0.75,4,23,3
layer4,4,6,1.0,338,456,338
conv1,4,7,1.0,2,21,2
layer1,4,7,1.0,3,17,3
layer2,4,7,1.0,3,17,3
layer3,4,7,0.8181818181818182,11,24,9
layer4,4,7,1.0,331,456,331
conv1,4,8,1.0,2,21,2
layer1,4,8,1.0,2,17,2
layer2,4,8,1.0,1,17,1
layer3,4,8,1.0,6,26,6
layer4,4,8,1.0,97,456,97
conv1,4,9,1.0,2,21,2
layer1,4,9,1.0,3,17,3
layer2,4,9,0.6666666666666666,3,17,2
layer3,4,9,1.0,8,26,8
layer4,4,9,1.0,245,456,245
conv1,0,1,1.0,1,1,1
layer1,0,1,0.5,2,2,1
layer2,0,1,1.0,1,3,1
layer3,0,1,1.0,2,10,2
layer4,0,1,0.0,3,3,0
conv1,0,2,1.0,2,1,1
layer1,0,2,0.0,1,3,0
layer2,0,2,1.0,1,3,1
layer3,0,2,1.0,3,10,3
layer4,0,2,0.8333333333333334,24,6,5
conv1,0,3,1.0,3,2,2
layer1,0,3,0.5,2,4,1
layer2,0,3,1.0,1,3,1
layer3,0,3,0.6666666666666666,3,10,2
layer4,0,3,0.5294117647058824,17,25,9
conv1,0,4,1.0,1,3,1
layer1,0,4,0.0,1,5,0
layer2,0,4,0.0,1,3,0
layer3,0,4,1.0,1,11,1
layer4,0,4,0.6060606060606061,44,33,20
conv1,0,5,0.5,2,3,1
layer1,0,5,0.6,5,6,3
layer2,0,5,1.0,1,4,1
layer3,0,5,0.6666666666666666,3,11,2
layer4,0,5,0.8333333333333334,6,57,5
conv1,0,6,1.0,1,4,1
layer1,0,6,1.0,3,8,3
layer2,0,6,0.3333333333333333,3,4,1
layer3,0,6,1.0,3,12,3
layer4,0,6,0.72,25,58,18
conv1,0,7,1.0,1,4,1
layer1,0,7,1.0,1,8,1
layer2,0,7,1.0,1,6,1
layer3,0,7,1.0,3,12,3
layer4,0,7,0.8,15,65,12
conv1,0,8,1.0,2,4,2
layer1,0,8,1.0,2,8,2
layer2,0,8,0.3333333333333333,3,6,1
layer3,0,8,1.0,1,12,1
layer4,0,8,1.0,6,68,6
conv1,0,9,1.0,1,4,1
layer1,0,9,1.0,1,8,1
layer2,0,9,1.0,1,8,1
layer3,0,9,1.0,1,12,1
layer4,0,9,0.7777777777777778,9,68,7
conv1,1,0,1.0,1,4,1
layer1,1,0,0.0,4,8,0
layer2,1,0,1.0,1,8,1
layer3,1,0,0.75,4,12,3
layer4,1,0,0.0,5,70,0
conv1,1,1,1.0,1,4,1
layer1,1,1,0.0,1,12,0
layer2,1,1,0.25,4,8,1
layer3,1,1,0.8333333333333334,6,13,5
layer4,1,1,0.6,5,75,3
conv1,1,2,1.0,1,4,1
layer1,1,2,0.0,1,13,0
layer2,1,2,0.125,8,11,1
layer3,1,2,0.8,5,14,4
layer4,1,2,0.3333333333333333,21,77,7
conv1,1,3,1.0,1,4,1
layer1,1,3,1.0,1,14,1
layer2,1,3,1.0,4,18,4
layer3,1,3,1.0,3,15,3
layer4,1,3,0.5882352941176471,17,91,10
conv1,1,4,1.0,1,4,1
layer1,1,4,0.3333333333333333,3,14,1
layer2,1,4,1.0,2,18,2
layer3,1,4,1.0,2,15,2
layer4,1,4,1.0,3,98,3
conv1,1,5,1.0,1,4,1
layer1,1,5,1.0,1,16,1
layer2,1,5,1.0,1,18,1
layer3,1,5,0.6666666666666666,3,15,2
layer4,1,5,0.9285714285714286,14,98,13
conv1,1,6,1.0,1,4,1
layer1,1,6,1.0,1,16,1
layer2,1,6,1.0,2,18,2
layer3,1,6,1.0,3,16,3
layer4,1,6,1.0,4,99,4
conv1,1,7,1.0,1,4,1
layer1,1,7,1.0,1,16,1
layer2,1,7,1.0,1,18,1
layer3,1,7,1.0,3,16,3
layer4,1,7,0.875,8,99,7
conv1,1,8,1.0,1,4,1
layer1,1,8,1.0,2,16,2
layer2,1,8,0.75,4,18,3
layer3,1,8,1.0,3,16,3
layer4,1,8,0.875,8,100,7
conv1,1,9,1.0,1,4,1
layer1,1,9,0.75,4,16,3
layer2,1,9,1.0,2,19,2
layer3,1,9,1.0,1,16,1
layer4,1,9,1.0,5,101,5
conv1,2,0,1.0,1,4,1
layer1,2,0,1.0,2,17,2
layer2,2,0,1.0,2,19,2
layer3,2,0,0.75,4,16,3
layer4,2,0,0.208955223880597,67,101,14
conv1,2,1,1.0,1,4,1
layer1,2,1,1.0,2,17,2
layer2,2,1,0.5,2,19,1
layer3,2,1,1.0,3,17,3
layer4,2,1,1.0,34,154,34
conv1,2,2,1.0,1,4,1
layer1,2,2,1.0,2,17,2
layer2,2,2,0.75,4,20,3
layer3,2,2,0.6666666666666666,3,17,2
layer4,2,2,0.96,50,154,48
conv1,2,3,1.0,1,4,1
layer1,2,3,1.0,2,17,2
layer2,2,3,1.0,1,21,1
layer3,2,3,1.0,2,18,2
layer4,2,3,0.8548387096774194,62,156,53
conv1,2,4,1.0,1,4,1
layer1,2,4,1.0,2,17,2
layer2,2,4,1.0,1,21,1
layer3,2,4,0.6666666666666666,6,18,4
layer4,2,4,1.0,28,165,28
conv1,2,5,0.5,2,4,1
layer1,2,5,1.0,2,17,2
layer2,2,5,1.0,1,21,1
layer3,2,5,1.0,2,20,2
layer4,2,5,0.9583333333333334,24,165,23
conv1,2,6,1.0,2,5,2
layer1,2,6,1.0,1,17,1
layer2,2,6,1.0,3,21,3
layer3,2,6,1.0,2,20,2
layer4,2,6,1.0,32,166,32
conv1,2,7,1.0,2,5,2
layer1,2,7,1.0,2,17,2
layer2,2,7,1.0,1,21,1
layer3,2,7,0.75,4,20,3
layer4,2,7,1.0,19,166,19
conv1,2,8,1.0,2,5,2
layer1,2,8,1.0,2,17,2
layer2,2,8,1.0,3,21,3
layer3,2,8,1.0,2,21,2
layer4,2,8,1.0,12,166,12
conv1,2,9,1.0,2,5,2
layer1,2,9,1.0,2,17,2
layer2,2,9,1.0,2,21,2
layer3,2,9,1.0,1,21,1
layer4,2,9,0.9230769230769231,26,166,24
conv1,3,0,1.0,2,5,2
layer1,3,0,0.0,1,17,0
layer2,3,0,0.5,4,21,2
layer3,3,0,0.6666666666666666,3,21,2
layer4,3,0,0.625,40,168,25
conv1,3,1,1.0,2,5,2
layer1,3,1,1.0,1,18,1
layer2,3,1,1.0,4,23,4
layer3,3,1,1.0,4,22,4
layer4,3,1,0.8918918918918919,37,183,33
conv1,3,2,1.0,1,5,1
layer1,3,2,1.0,1,18,1
layer2,3,2,1.0,3,23,3
layer3,3,2,1.0,1,22,1
layer4,3,2,1.0,21,187,21
conv1,3,3,1.0,1,5,1
layer1,3,3,1.0,1,18,1
layer2,3,3,0.75,4,23,3
layer3,3,3,1.0,4,22,4
layer4,3,3,0.9459459459459459,37,187,35
conv1,3,4,1.0,2,5,2
layer1,3,4,1.0,1,18,1
layer2,3,4,1.0,2,24,2
layer3,3,4,1.0,4,22,4
layer4,3,4,1.0,23,189,23
conv1,3,5,1.0,2,5,2
layer1,3,5,1.0,1,18,1
layer2,3,5,1.0,3,24,3
layer3,3,5,1.0,3,22,3
layer4,3,5,0.9666666666666667,30,189,29
conv1,3,6,1.0,2,5,2
layer1,3,6,1.0,1,18,1
layer2,3,6,1.0,3,24,3
layer3,3,6,0.8333333333333334,6,22,5
layer4,3,6,0.9615384615384616,26,190,25
conv1,3,7,1.0,2,5,2
layer1,3,7,1.0,4,18,4
layer2,3,7,1.0,1,24,1
layer3,3,7,0.75,4,23,3
layer4,3,7,1.0,13,191,13
conv1,3,8,1.0,2,5,2
layer1,3,8,1.0,3,18,3
layer2,3,8,1.0,1,24,1
layer3,3,8,1.0,1,24,1
layer4,3,8,0.9666666666666667,30,191,29
conv1,3,9,1.0,2,5,2
layer1,3,9,1.0,3,18,3
layer2,3,9,1.0,2,24,2
layer3,3,9,1.0,1,24,1
layer4,3,9,1.0,23,192,23
conv1,4,0,1.0,2,5,2
layer1,4,0,1.0,2,18,2
layer2,4,0,0.5,2,24,1
layer3,4,0,0.8,5,24,4
layer4,4,0,1.0,7,192,7
conv1,4,1,1.0,2,5,2
layer1,4,1,1.0,1,18,1
layer2,4,1,1.0,1,25,1
layer3,4,1,1.0,1,25,1
layer4,4,1,1.0,1,192,1
conv1,4,2,1.0,2,5,2
layer1,4,2,1.0,1,18,1
layer2,4,2,1.0,2,25,2
layer3,4,2,1.0,2,25,2
layer4,4,2,1.0,2,192,2
conv1,4,3,1.0,2,5,2
layer1,4,3,1.0,2,18,2
layer2,4,3,1.0,2,25,2
layer3,4,3,0.5,4,25,2
layer4,4,3,1.0,3,192,3
conv1,4,4,1.0,2,5,2
layer1,4,4,1.0,2,18,2
layer2,4,4,0.75,4,25,3
layer3,4,4,1.0,3,27,3
layer4,4,4,1.0,2,192,2
conv1,4,5,1.0,2,5,2
layer1,4,5,1.0,3,18,3
layer2,4,5,1.0,2,26,2
layer3,4,5,1.0,3,27,3
layer4,4,5,1.0,2,192,2
conv1,4,6,1.0,2,5,2
layer1,4,6,1.0,4,18,4
layer2,4,6,1.0,1,26,1
layer3,4,6,0.5,4,27,2
layer4,4,6,1.0,4,192,4
conv1,4,7,1.0,2,5,2
layer1,4,7,1.0,5,18,5
layer2,4,7,1.0,1,26,1
layer3,4,7,0.6666666666666666,6,29,4
layer4,4,7,0.7777777777777778,9,192,7
conv1,4,8,1.0,2,5,2
layer1,4,8,1.0,5,18,5
layer2,4,8,1.0,2,26,2
layer3,4,8,1.0,5,31,5
layer4,4,8,0.875,8,194,7
conv1,4,9,1.0,2,5,2
layer1,4,9,1.0,4,18,4
layer2,4,9,0.6666666666666666,3,26,2
layer3,4,9,0.8,5,31,4
layer4,4,9,0.8064516129032258,31,195,25
conv1,0,1,0.0,1,3,0
layer1,0,1,1.0,3,2,2
layer2,0,1,0.0,3,3,0
layer3,0,1,0.0,2,1,0
layer4,0,1,0.3333333333333333,3,5,1
conv1,0,2,0.0,1,4,0
layer1,0,2,1.0,1,3,1
layer2,0,2,1.0,1,6,1
layer3,0,2,0.0,2,3,0
layer4,0,2,0.6666666666666666,3,7,2
conv1,0,3,0.25,4,5,1
layer1,0,3,1.0,1,3,1
layer2,0,3,1.0,2,6,2
layer3,0,3,0.5,2,5,1
layer4,0,3,0.5,4,8,2
conv1,0,4,1.0,2,8,2
layer1,0,4,0.0,2,3,0
layer2,0,4,1.0,1,6,1
layer3,0,4,0.5,2,6,1
layer4,0,4,0.6666666666666666,9,10,6
conv1,0,5,0.3333333333333333,3,8,1
layer1,0,5,0.75,4,5,3
layer2,0,5,1.0,1,6,1
layer3,0,5,1.0,1,7,1
layer4,0,5,1.0,5,13,5
conv1,0,6,0.5,2,10,1
layer1,0,6,1.0,1,6,1
layer2,0,6,1.0,1,6,1
layer3,0,6,0.0,1,7,0
layer4,0,6,0.75,4,13,3
conv1,0,7,1.0,1,11,1
layer1,0,7,0.75,4,6,3
layer2,0,7,1.0,1,6,1
layer3,0,7,1.0,1,8,1
layer4,0,7,1.0,4,14,4
conv1,0,8,0.0,1,11,0
layer1,0,8,0.5,2,7,1
layer2,0,8,1.0,2,6,2
layer3,0,8,1.0,1,8,1
layer4,0,8,0.75,4,14,3
conv1,0,9,0.5,4,12,2
layer1,0,9,1.0,1,8,1
layer2,0,9,1.0,1,6,1
