layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
layer4,0,1,0.5,2,3,1
conv1,0,2,0.0,1,2,0
layer1,0,2,1.0,1,3,1
layer2,0,2,0.0,1,3,0
layer3,0,2,0.0,2,2,0
layer4,0,2,1.0,1,4,1
conv1,0,3,0.0,3,3,0
layer1,0,3,1.0,1,3,1
layer2,0,3,1.0,1,4,1
layer3,0,3,1.0,1,4,1
layer4,0,3,1.0,1,4,1
conv1,0,4,0.5,2,6,1
layer1,0,4,0.0,2,3,0
layer2,0,4,1.0,1,4,1
layer3,0,4,0.0,1,4,0
layer4,0,4,0.25,5,4,1
conv1,0,5,0.0,1,7,0
layer1,0,5,1.0,1,5,1
layer2,0,5,1.0,1,4,1
layer3,0,5,1.0,1,5,1
layer4,0,5,1.0,3,8,3
conv1,0,6,0.0,2,8,0
layer1,0,6,1.0,1,5,1
layer2,0,6,1.0,1,4,1
layer3,0,6,0.0,1,5,0
layer4,0,6,1.0,2,8,2
conv1,0,7,1.0,1,10,1
layer1,0,7,1.0,1,5,1
layer2,0,7,1.0,1,4,1
layer3,0,7,1.0,1,6,1
layer4,0,7,1.0,2,8,2
conv1,0,8,0.0,1,10,0
layer1,0,8,0.0,1,5,0
layer2,0,8,1.0,2,4,2
layer3,0,8,1.0,1,6,1
layer4,0,8,1.0,1,8,1
conv1,0,9,1.0,2,11,2
layer1,0,9,1.0,1,6,1
layer2,0,9,1.0,1,4,1
layer3,0,9,1.0,1,6,1
layer4,0,9,1.0,3,8,3
conv1,1,0,1.0,1,11,1
layer1,1,0,0.0,1,6,0
layer2,1,0,0.0,1,4,0
layer3,1,0,1.0,1,6,1
layer4,1,0,0.16666666666666666,6,8,1
conv1,1,1,1.0,1,11,1
layer1,1,1,1.0,1,7,1
layer2,1,1,0.3333333333333333,3,5,1
layer3,1,1,0.0,1,6,0
layer4,1,1,0.6666666666666666,3,13,2
conv1,1,2,1.0,2,11,2
layer1,1,2,1.0,1,7,1
layer2,1,2,1.0,1,7,1
layer3,1,2,0.0,1,7,0
layer4,1,2,1.0,1,14,1
conv1,1,3,0.5,2,11,1
layer1,1,3,1.0,1,7,1
layer2,1,3,1.0,2,7,2
layer3,1,3,1.0,1,8,1
layer4,1,3,1.0,1,14,1
conv1,1,4,1.0,1,12,1
layer1,1,4,1.0,1,7,1
layer2,1,4,1.0,1,7,1
layer3,1,4,0.5,2,8,1
layer4,1,4,0.5,2,14,1
conv1,1,5,0.0,1,12,0
layer1,1,5,0.5,2,7,1
layer2,1,5,1.0,1,7,1
layer3,1,5,0.5,2,9,1
layer4,1,5,1.0,3,15,3
conv1,1,6,0.0,1,13,0
layer1,1,6,0.0,1,8,0
layer2,1,6,0.5,2,7,1
layer3,1,6,1.0,1,10,1
layer4,1,6,1.0,1,15,1
conv1,1,7,0.0,1,14,0
layer1,1,7,0.3333333333333333,3,9,1
layer2,1,7,1.0,1,8,1
layer3,1,7,1.0,2,10,2
layer4,1,7,1.0,2,15,2
conv1,1,8,0.0,2,15,0
layer1,1,8,0.6666666666666666,3,11,2
layer2,1,8,1.0,1,8,1
layer3,1,8,0.5,2,10,1
layer4,1,8,1.0,2,15,2
conv1,1,9,0.6666666666666666,3,17,2
layer1,1,9,1.0,3,12,3
layer2,1,9,1.0,2,8,2
layer3,1,9,1.0,1,11,1
layer4,1,9,1.0,2,15,2
conv1,2,0,0.6666666666666666,3,18,2
layer1,2,0,1.0,1,12,1
layer2,2,0,1.0,2,8,2
layer3,2,0,1.0,1,11,1
layer4,2,0,0.2,36,15,3
conv1,2,1,1.0,2,19,2
layer1,2,1,1.0,2,12,2
layer2,2,1,0.3333333333333333,3,8,1
layer3,2,1,0.5,2,11,1
layer4,2,1,0.7708333333333334,51,48,37
conv1,2,2,1.0,1,19,1
layer1,2,2,1.0,2,12,2
layer2,2,2,1.0,1,10,1
layer3,2,2,1.0,1,12,1
layer4,2,2,0.9615384615384616,26,62,25
conv1,2,3,1.0,1,19,1
layer1,2,3,1.0,1,12,1
layer2,2,3,0.6,5,10,3
layer3,2,3,0.5,2,12,1
layer4,2,3,0.9411764705882353,34,63,32
conv1,2,4,1.0,1,19,1
layer1,2,4,1.0,1,12,1
layer2,2,4,0.5,2,12,1
layer3,2,4,1.0,2,13,2
layer4,2,4,0.8536585365853658,41,65,35
conv1,2,5,1.0,1,19,1
layer1,2,5,1.0,2,12,2
layer2,2,5,1.0,1,13,1
layer3,2,5,0.6666666666666666,3,13,2
layer4,2,5,1.0,35,71,35
conv1,2,6,1.0,1,19,1
layer1,2,6,1.0,2,12,2
layer2,2,6,1.0,2,13,2
layer3,2,6,1.0,3,14,3
layer4,2,6,1.0,14,71,14
conv1,2,7,1.0,1,19,1
layer1,2,7,1.0,1,12,1
layer2,2,7,1.0,2,13,2
layer3,2,7,1.0,2,14,2
layer4,2,7,1.0,23,71,23
conv1,2,8,1.0,1,19,1
layer1,2,8,1.0,2,12,2
layer2,2,8,0.6666666666666666,3,13,2
layer3,2,8,1.0,1,14,1
layer4,2,8,1.0,11,71,11
conv1,2,9,1.0,1,19,1
layer1,2,9,1.0,1,12,1
layer2,2,9,1.0,2,14,2
layer3,2,9,1.0,1,14,1
layer4,2,9,0.9375,32,71,30
conv1,3,0,1.0,1,19,1
layer1,3,0,1.0,1,12,1
layer2,3,0,1.0,1,14,1
layer3,3,0,0.42857142857142855,7,14,3
layer4,3,0,0.7671232876712328,249,73,56
conv1,3,1,1.0,1,19,1
layer1,3,1,1.0,1,12,1
layer2,3,1,1.0,1,14,1
layer3,3,1,1.0,1,18,1
layer4,3,1,0.9629629629629629,243,266,234
conv1,3,2,1.0,1,19,1
layer1,3,2,1.0,1,12,1
layer2,3,2,1.0,2,14,2
layer3,3,2,1.0,2,18,2
layer4,3,2,1.0,232,275,232
conv1,3,3,1.0,1,19,1
layer1,3,3,1.0,1,12,1
layer2,3,3,1.0,2,14,2
layer3,3,3,1.0,1,18,1
layer4,3,3,1.0,195,275,195
conv1,3,4,1.0,1,19,1
layer1,3,4,1.0,1,12,1
layer2,3,4,1.0,1,14,1
layer3,3,4,0.75,4,18,3
layer4,3,4,1.0,107,275,107
conv1,3,5,1.0,2,19,2
layer1,3,5,1.0,2,12,2
layer2,3,5,1.0,1,14,1
layer3,3,5,1.0,1,19,1
layer4,3,5,1.0,97,275,97
conv1,3,6,1.0,1,19,1
layer1,3,6,0.5,2,12,1
layer2,3,6,1.0,1,14,1
layer3,3,6,1.0,1,19,1
layer4,3,6,1.0,157,275,157
conv1,3,7,1.0,1,19,1
layer1,3,7,1.0,2,13,2
layer2,3,7,1.0,1,14,1
layer3,3,7,1.0,1,19,1
layer4,3,7,1.0,78,275,78
conv1,3,8,1.0,1,19,1
layer1,3,8,1.0,2,13,2
layer2,3,8,1.0,1,14,1
layer3,3,8,1.0,1,19,1
layer4,3,8,1.0,43,275,43
conv1,3,9,1.0,1,19,1
layer1,3,9,1.0,1,13,1
layer2,3,9,1.0,1,14,1
layer3,3,9,1.0,1,19,1
layer4,3,9,1.0,70,275,70
conv1,4,0,1.0,1,19,1
layer1,4,0,1.0,1,13,1
layer2,4,0,1.0,1,14,1
layer3,4,0,1.0,1,19,1
layer4,4,0,0.8581818181818182,389,275,236
conv1,4,1,1.0,1,19,1
layer1,4,1,1.0,1,13,1
layer2,4,1,1.0,1,14,1
layer3,4,1,0.6666666666666666,3,19,2
layer4,4,1,1.0,349,428,349
conv1,4,2,1.0,1,19,1
layer1,4,2,1.0,1,13,1
layer2,4,2,1.0,1,14,1
layer3,4,2,0.8,5,20,4
layer4,4,2,1.0,277,428,277
conv1,4,3,1.0,1,19,1
layer1,4,3,1.0,2,13,2
layer2,4,3,1.0,1,14,1
layer3,4,3,1.0,3,21,3
layer4,4,3,1.0,207,428,207
conv1,4,4,1.0,1,19,1
layer1,4,4,1.0,2,13,2
layer2,4,4,1.0,2,14,2
layer3,4,4,1.0,3,21,3
layer4,4,4,1.0,278,428,278
conv1,4,5,1.0,1,19,1
layer1,4,5,1.0,1,13,1
layer2,4,5,1.0,2,14,2
layer3,4,5,1.0,2,21,2
layer4,4,5,1.0,241,428,241
conv1,4,6,1.0,1,19,1
layer1,4,6,1.0,2,13,2
layer2,4,6,1.0,1,14,1
layer3,4,6,1.0,2,21,2
layer4,4,6,1.0,253,428,253
conv1,4,7,1.0,1,19,1
layer1,4,7,1.0,1,13,1
layer2,4,7,1.0,1,14,1
layer3,4,7,1.0,2,21,2
layer4,4,7,1.0,229,428,229
conv1,4,8,1.0,1,19,1
layer1,4,8,1.0,2,13,2
layer2,4,8,1.0,2,14,2
layer3,4,8,1.0,1,21,1
layer4,4,8,1.0,142,428,142
conv1,4,9,1.0,1,19,1
layer1,4,9,1.0,1,13,1
layer2,4,9,1.0,1,14,1
layer3,4,9,1.0,1,21,1
layer4,4,9,1.0,162,428,162
conv1,0,1,1.0,1,1,1
layer1,0,1,1.0,1,1,1
layer2,0,1,0.0,1,1,0
layer3,0,1,0.5,2,5,1
layer4,0,1,0.0,1,1,0
conv1,0,2,1.0,2,1,1
layer1,0,2,0.0,1,1,0
layer2,0,2,0.0,1,2,0
layer3,0,2,1.0,3,6,3
layer4,0,2,0.5,5,2,1
conv1,0,3,1.0,3,2,2
layer1,0,3,0.0,1,2,0
layer2,0,3,1.0,1,3,1
layer3,0,3,0.5,2,6,1
layer4,0,3,0.3333333333333333,3,6,1
conv1,0,4,1.0,1,3,1
layer1,0,4,0.0,1,3,0
layer2,0,4,0.0,1,3,0
layer3,0,4,1.0,1,7,1
layer4,0,4,0.25,10,8,2
conv1,0,5,1.0,1,3,1
layer1,0,5,0.5,2,4,1
layer2,0,5,1.0,1,4,1
layer3,0,5,1.0,1,7,1
layer4,0,5,1.0,2,16,2
conv1,0,6,1.0,1,3,1
layer1,0,6,1.0,1,5,1
layer2,0,6,0.5,2,4,1
layer3,0,6,1.0,1,7,1
layer4,0,6,0.5,8,16,4
conv1,0,7,1.0,1,3,1
layer1,0,7,1.0,1,5,1
layer2,0,7,1.0,1,5,1
layer3,0,7,0.5,2,7,1
layer4,0,7,0.5,6,20,3
conv1,0,8,1.0,1,3,1
layer1,0,8,0.5,2,5,1
layer2,0,8,0.0,1,5,0
layer3,0,8,1.0,1,8,1
layer4,0,8,1.0,3,23,3
conv1,0,9,1.0,1,3,1
layer1,0,9,1.0,1,6,1
layer2,0,9,1.0,1,6,1
layer3,0,9,1.0,1,8,1
layer4,0,9,1.0,3,23,3
conv1,1,0,0.0,1,3,0
layer1,1,0,0.0,2,6,0
layer2,1,0,1.0,1,6,1
layer3,1,0,0.3333333333333333,3,8,1
layer4,1,0,0.0,2,23,0
conv1,1,1,1.0,1,4,1
layer1,1,1,0.0,1,8,0
layer2,1,1,0.0,2,6,0
layer3,1,1,0.75,4,10,3
layer4,1,1,0.5,2,25,1
conv1,1,2,1.0,1,4,1
layer1,1,2,0.0,1,9,0
layer2,1,2,0.0,6,8,0
layer3,1,2,0.5,2,11,1
layer4,1,2,0.6,5,26,3
conv1,1,3,1.0,1,4,1
layer1,1,3,1.0,2,10,2
layer2,1,3,1.0,2,14,2
layer3,1,3,1.0,2,12,2
layer4,1,3,0.3333333333333333,9,28,3
conv1,1,4,1.0,1,4,1
layer1,1,4,1.0,1,10,1
layer2,1,4,1.0,1,14,1
layer3,1,4,1.0,1,12,1
layer4,1,4,1.0,2,34,2
conv1,1,5,1.0,1,4,1
layer1,1,5,1.0,1,10,1
layer2,1,5,1.0,1,14,1
layer3,1,5,1.0,1,12,1
layer4,1,5,1.0,3,34,3
conv1,1,6,1.0,1,4,1
layer1,1,6,0.0,1,10,0
layer2,1,6,1.0,1,14,1
layer3,1,6,1.0,1,12,1
layer4,1,6,1.0,1,34,1
conv1,1,7,1.0,1,4,1
layer1,1,7,0.5,2,11,1
layer2,1,7,1.0,1,14,1
layer3,1,7,1.0,2,12,2
layer4,1,7,1.0,1,34,1
conv1,1,8,1.0,1,4,1
layer1,1,8,1.0,2,12,2
layer2,1,8,1.0,1,14,1
layer3,1,8,1.0,2,12,2
layer4,1,8,1.0,1,34,1
conv1,1,9,1.0,1,4,1
layer1,1,9,1.0,2,12,2
layer2,1,9,0.3333333333333333,3,14,1
layer3,1,9,1.0,2,12,2
layer4,1,9,0.5714285714285714,7,34,4
conv1,2,0,1.0,1,4,1
layer1,2,0,1.0,1,12,1
layer2,2,0,1.0,1,16,1
layer3,2,0,0.0,2,12,0
layer4,2,0,0.0,8,37,0
conv1,2,1,1.0,1,4,1
layer1,2,1,1.0,1,12,1
layer2,2,1,1.0,1,16,1
layer3,2,1,0.6666666666666666,3,14,2
layer4,2,1,0.6666666666666666,9,45,6
conv1,2,2,1.0,1,4,1
layer1,2,2,1.0,1,12,1
layer2,2,2,1.0,2,16,2
layer3,2,2,1.0,1,15,1
layer4,2,2,0.75,4,48,3
conv1,2,3,1.0,1,4,1
layer1,2,3,1.0,1,12,1
layer2,2,3,1.0,1,16,1
layer3,2,3,1.0,2,15,2
layer4,2,3,0.7647058823529411,17,49,13
conv1,2,4,1.0,1,4,1
layer1,2,4,1.0,2,12,2
layer2,2,4,1.0,2,16,2
layer3,2,4,1.0,1,15,1
layer4,2,4,1.0,6,53,6
conv1,2,5,1.0,1,4,1
layer1,2,5,1.0,1,12,1
layer2,2,5,1.0,1,16,1
layer3,2,5,0.6666666666666666,3,15,2
layer4,2,5,1.0,1,53,1
conv1,2,6,1.0,1,4,1
layer1,2,6,1.0,1,12,1
layer2,2,6,1.0,1,16,1
layer3,2,6,0.3333333333333333,3,16,1
layer4,2,6,1.0,5,53,5
conv1,2,7,1.0,1,4,1
layer1,2,7,1.0,1,12,1
layer2,2,7,1.0,2,16,2
layer3,2,7,1.0,1,18,1
layer4,2,7,0.7368421052631579,19,53,14
conv1,2,8,1.0,1,4,1
layer1,2,8,1.0,1,12,1
layer2,2,8,1.0,1,16,1
layer3,2,8,1.0,2,18,2
layer4,2,8,0.8,10,58,8
conv1,2,9,1.0,1,4,1
layer1,2,9,1.0,1,12,1
layer2,2,9,1.0,1,16,1
layer3,2,9,1.0,2,18,2
layer4,2,9,1.0,1,60,1
conv1,3,0,1.0,1,4,1
layer1,3,0,1.0,1,12,1
layer2,3,0,1.0,2,16,2
layer3,3,0,1.0,2,18,2
layer4,3,0,0.3333333333333333,6,60,2
conv1,3,1,1.0,1,4,1
layer1,3,1,1.0,1,12,1
layer2,3,1,1.0,1,16,1
layer3,3,1,1.0,2,18,2
layer4,3,1,0.4444444444444444,18,64,8
conv1,3,2,0.5,2,4,1
layer1,3,2,1.0,1,12,1
layer2,3,2,1.0,2,16,2
layer3,3,2,1.0,1,18,1
layer4,3,2,1.0,3,74,3
conv1,3,3,1.0,2,5,2
layer1,3,3,1.0,1,12,1
layer2,3,3,1.0,1,16,1
layer3,3,3,1.0,2,18,2
layer4,3,3,1.0,9,74,9
conv1,3,4,1.0,2,5,2
layer1,3,4,1.0,1,12,1
layer2,3,4,1.0,1,16,1
layer3,3,4,1.0,1,18,1
layer4,3,4,1.0,3,74,3
conv1,3,5,1.0,1,5,1
layer1,3,5,1.0,1,12,1
layer2,3,5,1.0,1,16,1
layer3,3,5,1.0,2,18,2
layer4,3,5,1.0,4,74,4
conv1,3,6,1.0,1,5,1
layer1,3,6,1.0,2,12,2
layer2,3,6,1.0,1,16,1
layer3,3,6,1.0,1,18,1
layer4,3,6,1.0,5,74,5
conv1,3,7,1.0,2,5,2
layer1,3,7,1.0,1,12,1
layer2,3,7,1.0,1,16,1
layer3,3,7,1.0,2,18,2
layer4,3,7,1.0,7,74,7
conv1,3,8,1.0,2,5,2
layer1,3,8,1.0,2,12,2
layer2,3,8,1.0,1,16,1
layer3,3,8,1.0,1,18,1
layer4,3,8,0.8888888888888888,9,74,8
conv1,3,9,1.0,2,5,2
layer1,3,9,1.0,2,12,2
layer2,3,9,0.0,1,16,0
layer3,3,9,1.0,1,18,1
layer4,3,9,1.0,8,75,8
conv1,4,0,1.0,2,5,2
layer1,4,0,1.0,2,12,2
layer2,4,0,1.0,1,17,1
layer3,4,0,0.5,2,18,1
layer4,4,0,1.0,3,75,3
conv1,4,1,1.0,2,5,2
layer1,4,1,1.0,1,12,1
layer2,4,1,1.0,1,17,1
layer3,4,1,1.0,1,19,1
layer4,4,1,1.0,3,75,3
conv1,4,2,1.0,2,5,2
layer1,4,2,1.0,1,12,1
layer2,4,2,1.0,1,17,1
layer3,4,2,1.0,1,19,1
layer4,4,2,1.0,2,75,2
conv1,4,3,1.0,2,5,2
layer1,4,3,1.0,1,12,1
layer2,4,3,1.0,1,17,1
layer3,4,3,1.0,1,19,1
layer4,4,3,1.0,3,75,3
conv1,4,4,1.0,2,5,2
layer1,4,4,1.0,1,12,1
layer2,4,4,1.0,1,17,1
layer3,4,4,1.0,1,19,1
layer4,4,4,1.0,1,75,1
conv1,4,5,1.0,2,5,2
layer1,4,5,1.0,1,12,1
layer2,4,5,0.6666666666666666,3,17,2
layer3,4,5,1.0,1,19,1
layer4,4,5,0.6666666666666666,3,75,2
conv1,4,6,1.0,2,5,2
layer1,4,6,1.0,1,12,1
layer2,4,6,1.0,1,18,1
layer3,4,6,1.0,1,19,1
layer4,4,6,0.75,4,76,3
conv1,4,7,1.0,2,5,2
layer1,4,7,1.0,2,12,2
layer2,4,7,1.0,2,18,2
layer3,4,7,1.0,1,19,1
layer4,4,7,0.8571428571428571,7,77,6
conv1,4,8,1.0,2,5,2
layer1,4,8,1.0,1,12,1
layer2,4,8,1.0,1,18,1
layer3,4,8,1.0,1,19,1
layer4,4,8,0.8,10,78,8
conv1,4,9,1.0,2,5,2
layer1,4,9,1.0,1,12,1
layer2,4,9,1.0,1,18,1
layer3,4,9,1.0,1,19,1
layer4,4,9,0.9090909090909091,11,80,10
conv1,0,1,0.0,1,1,0
layer1,0,1,1.0,3,2,2
layer2,0,1,0.0,1,2,0
layer3,0,1,0.0,1,1,0
layer4,0,1,0.5,2,3,1
conv1,0,2,0.0,1,2,0
layer1,0,2,1.0,1,3,1
layer2,0,2,0.0,1,3,0
layer3,0,2,0.0,2,2,0
layer4,0,2,1.0,1,4,1
conv1,0,3,0.0,3,3,0
layer1,0,3,1.0,1,3,1
layer2,0,3,1.0,1,4,1
layer3,0,3,1.0,1,4,1
layer4,0,3,1.0,1,4,1
conv1,0,4,0.5,2,6,1
layer1,0,4,0.0,2,3,0
layer2,0,4,1.0,1,4,1
layer3,0,4,0.0,1,4,0
layer4,0,4,0.25,5,4,1
conv1,0,5,0.0,1,7,0
layer1,0,5,1.0,1,5,1
layer2,0,5,1.0,1,4,1
layer3,0,5,1.0,1,5,1
layer4,0,5,1.0,3,8,3
conv1,0,6,0.0,2,8,0
layer1,0,6,1.0,1,5,1
layer2,0,6,1.0,1,4,1
layer3,0,6,0.0,1,5,0
layer4,0,6,1.0,2,8,2
conv1,0,7,1.0,1,10,1
layer1,0,7,1.0,1,5,1
layer2,0,7,1.0,1,4,1
layer3,0,7,1.0,1,6,1
layer4,0,7,1.0,2,8,2
conv1,0,8,0.0,1,10,0
layer1,0,8,0.0,1,5,0
layer2,0,8,1.0,2,4,2
layer3,0,8,1.0,1,6,1
layer4,0,8,1.0,1,8,1
conv1,0,9,1.0,2,11,2
layer1,0,9,1.0,1,6,1
layer2,0,9,1.0,1,4,1
layer3,0,9,1.0,1,6,1
layer4,0,9,1.0,3,8,3
conv1,1,0,1.0,1,11,1
layer1,1,0,0.0,1,6,0
layer2,1,0,0.0,1,4,0
layer3,1,0,1.0,1,6,1
layer4,1,0,0.16666666666666666,6,8,1
conv1,1,1,1.0,1,11,1
layer1,1,1,1.0,1,7,1
layer2,1,1,0.3333333333333333,3,5,1
layer3,1,1,0.0,1,6,0
layer4,1,1,0.6666666666666666,3,13,2
conv1,1,2,1.0,2,11,2
layer1,1,2,1.0,1,7,1
layer2,1,2,1.0,1,7,1
layer3,1,2,0.0,1,7,0
layer4,1,2,1.0,1,14,1
conv1,1,3,0.5,2,11,1
layer1,1,3,1.0,1,7,1
layer2,1,3,1.0,2,7,2
layer3,1,3,1.0,1,8,1
layer4,1,3,1.0,1,14,1
conv1,1,4,1.0,1,12,1
layer1,1,4,1.0,1,7,1
layer2,1,4,1.0,1,7,1
layer3,1,4,0.5,2,8,1
layer4,1,4,1.0,1,14,1
conv1,1,5,0.0,1,12,0
layer1,1,5,1.0,1,7,1
layer2,1,5,1.0,1,7,1
layer3,1,5,1.0,1,9,1
layer4,1,5,0.5,2,14,1
conv1,1,6,0.0,1,13,0
layer1,1,6,0.5,2,7,1
layer2,1,6,0.5,2,7,1
layer3,1,6,0.3333333333333333,3,9,1
layer4,1,6,1.0,1,15,1
conv1,1,7,0.0,1,14,0
layer1,1,7,1.0,1,8,1
layer2,1,7,1.0,1,8,1
layer3,1,7,1.0,2,11,2
layer4,1,7,1.0,2,15,2
conv1,1,8,0.0,2,15,0
layer1,1,8,0.5,2,8,1
layer2,1,8,1.0,1,8,1
layer3,1,8,1.0,1,11,1
layer4,1,8,1.0,2,15,2
conv1,1,9,0.3333333333333333,3,17,1
layer1,1,9,0.0,2,9,0
layer2,1,9,1.0,1,8,1
layer3,1,9,0.5,2,11,1
layer4,1,9,1.0,2,15,2
conv1,2,0,1.0,1,19,1
layer1,2,0,0.5,2,11,1
layer2,2,0,1.0,1,8,1
layer3,2,0,0.6666666666666666,3,12,2
layer4,2,0,0.4,57,15,6
conv1,2,1,1.0,1,19,1
layer1,2,1,1.0,3,12,3
layer2,2,1,1.0,1,8,1
layer3,2,1,0.8333333333333334,6,13,5
layer4,2,1,0.847457627118644,59,66,50
conv1,2,2,1.0,1,19,1
layer1,2,2,1.0,2,12,2
layer2,2,2,0.5,2,8,1
layer3,2,2,1.0,1,14,1
layer4,2,2,1.0,42,75,42
conv1,2,3,1.0,1,19,1
layer1,2,3,1.0,1,12,1
layer2,2,3,0.5,2,9,1
layer3,2,3,1.0,1,14,1
layer4,2,3,0.9428571428571428,35,75,33
conv1,2,4,1.0,1,19,1
layer1,2,4,1.0,1,12,1
layer2,2,4,1.0,1,10,1
layer3,2,4,1.0,1,14,1
layer4,2,4,0.8936170212765957,47,77,42
conv1,2,5,1.0,1,19,1
layer1,2,5,1.0,1,12,1
layer2,2,5,1.0,1,10,1
layer3,2,5,1.0,3,14,3
layer4,2,5,1.0,43,82,43
conv1,2,6,1.0,1,19,1
layer1,2,6,1.0,2,12,2
layer2,2,6,1.0,2,10,2
layer3,2,6,1.0,2,14,2
layer4,2,6,1.0,20,82,20
conv1,2,7,1.0,1,19,1
layer1,2,7,1.0,1,12,1
layer2,2,7,1.0,3,10,3
layer3,2,7,1.0,2,14,2
layer4,2,7,1.0,16,82,16
conv1,2,8,1.0,1,19,1
layer1,2,8,1.0,1,12,1
layer2,2,8,1.0,1,10,1
layer3,2,8,1.0,1,14,1
layer4,2,8,0.9090909090909091,11,82,10
conv1,2,9,1.0,1,19,1
layer1,2,9,1.0,2,12,2
layer2,2,9,0.5,2,10,1
layer3,2,9,0.75,4,14,3
layer4,2,9,0.8947368421052632,38,83,34
conv1,3,0,1.0,1,19,1
layer1,3,0,1.0,1,12,1
layer2,3,0,1.0,3,11,3
layer3,3,0,1.0,1,15,1
layer4,3,0,0.6781609195402298,168,87,59
conv1,3,1,1.0,1,19,1
layer1,3,1,0.6666666666666666,3,12,2
layer2,3,1,1.0,2,11,2
layer3,3,1,1.0,1,15,1
layer4,3,1,0.8465608465608465,189,196,160
conv1,3,2,1.0,1,19,1
layer1,3,2,1.0,1,13,1
layer2,3,2,1.0,4,11,4
layer3,3,2,1.0,1,15,1
layer4,3,2,1.0,125,225,125
conv1,3,3,1.0,1,19,1
layer1,3,3,1.0,2,13,2
layer2,3,3,1.0,1,11,1
layer3,3,3,1.0,1,15,1
layer4,3,3,1.0,88,225,88
conv1,3,4,1.0,1,19,1
layer1,3,4,1.0,1,13,1
layer2,3,4,1.0,4,11,4
layer3,3,4,1.0,1,15,1
layer4,3,4,1.0,61,225,61
conv1,3,5,1.0,1,19,1
layer1,3,5,1.0,2,13,2
layer2,3,5,1.0,1,11,1
layer3,3,5,1.0,1,15,1
layer4,3,5,1.0,27,225,27
conv1,3,6,1.0,1,19,1
layer1,3,6,1.0,1,13,1
layer2,3,6,1.0,1,11,1
layer3,3,6,1.0,1,15,1
layer4,3,6,1.0,36,225,36
conv1,3,7,1.0,1,19,1
layer1,3,7,1.0,1,13,1
layer2,3,7,1.0,1,11,1
layer3,3,7,1.0,1,15,1
layer4,3,7,1.0,27,225,27
conv1,3,8,1.0,1,19,1
layer1,3,8,1.0,1,13,1
layer2,3,8,1.0,1,11,1
layer3,3,8,0.8,5,15,4
layer4,3,8,1.0,26,225,26
conv1,3,9,1.0,1,19,1
layer1,3,9,1.0,4,13,4
layer2,3,9,1.0,1,11,1
layer3,3,9,1.0,1,16,1
layer4,3,9,1.0,16,225,16
conv1,4,0,1.0,1,19,1
layer1,4,0,1.0,1,13,1
layer2,4,0,1.0,1,11,1
layer3,4,0,1.0,1,16,1
layer4,4,0,0.8533333333333334,430,225,192
conv1,4,1,1.0,1,19,1
layer1,4,1,1.0,3,13,3
layer2,4,1,1.0,1,11,1
layer3,4,1,0.5,2,16,1
layer4,4,1,1.0,400,463,400
conv1,4,2,1.0,1,19,1
layer1,4,2,1.0,1,13,1
layer2,4,2,1.0,1,11,1
layer3,4,2,1.0,2,17,2
layer4,4,2,0.9975,400,463,399
conv1,4,3,1.0,1,19,1
layer1,4,3,1.0,1,13,1
layer2,4,3,1.0,1,11,1
layer3,4,3,1.0,2,17,2
layer4,4,3,1.0,304,464,304
conv1,4,4,1.0,1,19,1
layer1,4,4,0.5,2,13,1
layer2,4,4,1.0,1,11,1
layer3,4,4,0.75,4,17,3
layer4,4,4,1.0,335,464,335
conv1,4,5,1.0,1,19,1
layer1,4,5,1.0,2,14,2
layer2,4,5,1.0,1,11,1
layer3,4,5,1.0,1,18,1
layer4,4,5,1.0,322,464,322
conv1,4,6,1.0,1,19,1
layer1,4,6,0.0,1,14,0
layer2,4,6,1.0,1,11,1
layer3,4,6,0.5,2,18,1
layer4,4,6,1.0,101,464,101
conv1,4,7,1.0,1,19,1
layer1,4,7,1.0,2,15,2
layer2,4,7,1.0,1,11,1
layer3,4,7,1.0,3,19,3
layer4,4,7,1.0,251,464,251
conv1,4,8,1.0,1,19,1
layer1,4,8,1.0,1,15,1
layer2,4,8,1.0,1,11,1
layer3,4,8,1.0,1,19,1
layer4,4,8,1.0,256,464,256
conv1,4,9,1.0,1,19,1
layer1,4,9,1.0,1,15,1
layer2,4,9,1.0,1,11,1
layer3,4,9,0.6666666666666666,3,19,2
layer4,4,9,1.0,304,464,304
conv1,0,1,1.0,1,1,1
layer1,0,1,0.5,2,2,1
layer2,0,1,1.0,1,3,1
layer3,0,1,1.0,2,10,2
layer4,0,1,0.0,3,3,0
conv1,0,2,1.0,2,1,1
layer1,0,2,0.0,1,3,0
layer2,0,2,1.0,1,3,1
layer3,0,2,1.0,3,10,3
layer4,0,2,0.8333333333333334,24,6,5
conv1,0,3,1.0,3,2,2
layer1,0,3,0.5,2,4,1
layer2,0,3,1.0,1,3,1
layer3,0,3,0.6666666666666666,3,10,2
layer4,0,3,0.5294117647058824,17,25,9
conv1,0,4,1.0,1,3,1
layer1,0,4,0.0,1,5,0
layer2,0,4,0.0,1,3,0
layer3,0,4,1.0,1,11,1
layer4,0,4,0.6060606060606061,44,33,20
conv1,0,5,0.5,2,3,1
layer1,0,5,0.6,5,6,3
layer2,0,5,1.0,1,4,1
layer3,0,5,0.6666666666666666,3,11,2
layer4,0,5,0.8333333333333334,6,57,5
conv1,0,6,1.0,1,4,1
layer1,0,6,1.0,3,8,3
layer2,0,6,0.3333333333333333,3,4,1
